piramide_1;piramide_2;mes;año;ues;producto;consumo
3 Empresas Pymes;3.1 VIP;7;2017;MS;SUPERMERCADOS;1118550
6 Otros;No Afiliada;3;2018;AyB;CATERING;13946986
3 Empresas Pymes;3.1 VIP;5;2018;RyT;Piscilago;94082530
4 Micro;4.1 Estándar;2;2018;MS;DROGUERIAS;109575
6 Otros;No Afiliada;3;2017;CS-CONVENIOS;CS-CONVENIOS;67421276
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;11;2018;RyT;Club la Colina;9366944
3 Empresas Pymes;3.2 VIP Estándar;1;2018;RyT;Otros;0
4 Micro;4.7 Transaccional - Independiente;12;2017;Vivienda;SubsidioEntregado;11803472
2 Emp Medio;2.2 Silver;10;2018;Educación y Cultura;ARTES;166600
4 Micro;4.2 Trans. Mas de 100 Trab.;2;2018;RyT;Club la Colina;562688
4 Micro;4.7 Transaccional - Independiente;7;2017;MS;DROGUERIAS;1292016
4 Micro;4.5 Transaccional;5;2018;RyT;Hotel Peñalisa;2302646
1 Emp Grandes;1.1 Platinum;9;2018;RyT;Club El Cubo;36494455
5 Micro;5.1 Colsubsidio;7;2018;RyT;Piscilago;0
4 Micro;4.5 Transaccional;7;2018;RyT;Hotel Peñalisa;26438748
2 Emp Medio;2.2 Silver;11;2018;Educación y Cultura;TEATRO;52784354
4 Micro;4.7 Transaccional - Independiente;9;2018;RyT;Programas Deportivos;256000
3 Empresas Pymes;3.1 VIP;8;2018;RyT;Hotel Alcaravan;541387
2 Emp Medio;2.2 Silver;2;2018;RyT;Eventos y Convenciones;24206303
2 Emp Medio;2.2 Silver;2;2018;RyT;Programas Deportivos;3901164
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;10;2017;MS;DROGUERIAS;3076278
1 Emp Grandes;1.1 Platinum;3;2018;RyT;Club Bellavista;11814258
4 Micro;4.1 Estándar;5;2018;RyT;Eventos y Convenciones;5800444
1 Emp Grandes;1.2 Premium;9;2018;RyT;Club El Cubo;41203391
1 Emp Grandes;1.2 Premium;1;2018;RyT;Hotel Paipa;83333
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;10;2018;Salud;;11979200
4 Micro;4.5 Transaccional;7;2018;RyT;Club El Cubo;55953797
6 Otros;No Afiliada;8;2017;Vivienda;SubsidioEntregado;13938327077
3 Empresas Pymes;3.2 VIP Estándar;4;2018;RyT;Club El Cubo;53528164
6 Otros;No Afiliada;9;2018;RyT;Otros;18648371
3 Empresas Pymes;3.2 VIP Estándar;8;2018;Educación y Cultura;Teatro;5476580
2 Emp Medio;2.1 Gold;5;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;4992068
3 Empresas Pymes;3.2 VIP Estándar;3;2018;RyT;Club Bellavista;29431429
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;11;2018;RyT;Hotel Paipa;6134530
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;2;2018;RyT;Piscilago;4784452
2 Emp Medio;2.2 Silver;4;2018;RyT;Club El Cubo;39767911
6 Otros;No afiliada;6;2017;MS;SUPERMERCADOS;109155345
1 Emp Grandes;1.1 Platinum;11;2018;RyT;Club la Colina;55860304
2 Emp Medio;2.1 Gold;8;2018;Educación y Cultura;ARTES;700200
5 Micro;5.1 Colsubsidio;1;2017;RyT;;0
3 Empresas Pymes;3.2 VIP Estándar;11;2018;RyT;Hotel Bosques de Athan;24906377
3 Empresas Pymes;3.2 VIP Estándar;1;2018;RyT;Club Bellavista;19151490
2 Emp Medio;2.2 Silver;5;2018;MS;SUPERMERCADOS;5831404851
1 Emp Grandes;1.2 Premium;8;2018;RyT;Programas Deportivos;62707012
2 Emp Medio;2.1 Gold;5;2018;Salud;;21214100
1 Emp Grandes;1.2 Premium;8;2018;RyT;Hotel Bosques de Athan;449444
4 Micro;4.5 Transaccional;8;2017;Vivienda;SubsidioAsignado;516401900
1 Emp Grandes;1.2 Premium;8;2018;RyT;Club Bellavista;46392170
5 Micro;5.1 Colsubsidio;8;2018;AyB;CATERING;12968990
6 Otros;No Afiliada;3;2018;RyT;Eventos y Convenciones;16322325
1 Emp Grandes;1.2 Premium;10;2018;RyT;Hotel Peñalisa;14505138
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;11;2018;Educación y Cultura;Teatro;19096400
3 Empresas Pymes;3.1 VIP;9;2018;Salud;;37678100
6 Otros;No Afiliada;5;2018;RyT;Otros;21907373
2 Emp Medio;2.2 Silver;7;2017;RyT;;374850
1 Emp Grandes;1.1 Platinum;7;2018;RyT;Club El Cubo;40047795
2 Emp Medio;2.2 Silver;4;2018;RyT;Otros;454090
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;8;2018;MS;SUPERMERCADOS;76939118
4 Micro;4.7 Transaccional - Independiente;10;2018;MS;SUPERMERCADOS;1975112
6 Otros;No Afiliada;9;2018;RyT;Piscilago;386580336
4 Micro;4.5 Transaccional;9;2018;Salud;;265800
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;RyT;Piscilago;16509435
2 Emp Medio;2.2 Silver;10;2018;RyT;Club El Cubo;37475002
6 Otros;No Afiliada;3;2018;RyT;Club la Colina;22680582
1 Emp Grandes;1.2 Premium;4;2018;Salud;;15976400
6 Otros;No Afiliada;4;2017;Vivienda;Fecha Opcion;418285536
4 Micro;4.1 Estándar;5;2018;RyT;Piscilago;112465032
4 Micro;4.5 Transaccional;5;2018;RyT;Club El Cubo;142087712
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;5;2017;Vivienda;SubsidioAsignado;162297740
6 Otros;No afiliada;4;2017;MS;SUPERMERCADOS;96537451
4 Micro;4.1 Estándar;2;2018;Salud;;11700200
2 Emp Medio;2.1 Gold;3;2018;RyT;Club El Cubo;48398176
3 Empresas Pymes;3.2 VIP Estándar;9;2018;RyT;Club la Colina;8784025
4 Micro;4.7 Transaccional - Independiente;10;2018;RyT;Club Calle 195;1260504
4 Micro;4.7 Transaccional - Independiente;3;2017;Vivienda;SubsidioEntregado;8376550
